Offense Date,UCR Description,UCR Category,Zip Code
2022-01-07 16:33:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-07 18:30:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-01-07 20:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-07 20:10:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-07 20:42:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-01-08 00:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-08 09:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-08 13:13:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-08 17:10:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-08 17:18:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-09 03:30:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-01-09 08:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-09 09:55:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-09 12:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-09 12:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-09 12:10:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-09 15:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-09 16:08:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-09 17:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-09 17:30:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-01-09 19:28:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-09 19:35:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-09 23:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-10 00:40:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-10 09:31:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-10 11:19:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-10 12:00:00+00:00,FALSE PRETENSES/SWIN/CONF,FRAUD,38128
2022-01-10 13:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-10 14:40:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-10 19:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-10 22:57:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-10 23:20:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-11 02:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-11 03:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-11 04:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-11 05:45:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-11 06:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-11 09:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-11 13:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-11 15:15:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-11 17:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-11 17:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-11 17:54:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-11 18:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-11 18:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-11 23:41:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-12 01:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-12 01:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-12 03:45:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-12 10:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-12 11:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-12 11:15:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-12 13:43:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-12 15:50:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-12 18:00:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-01-12 19:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-12 23:50:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-13 02:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-13 08:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-13 10:45:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-13 11:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-13 12:25:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38128
2022-01-13 14:38:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-13 16:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-13 17:40:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-13 18:08:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-13 19:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-14 04:10:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-14 08:20:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-14 09:30:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-14 10:30:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-14 11:25:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-14 13:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-14 16:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-14 17:00:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-01-14 18:00:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-01-14 18:05:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-14 20:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-14 21:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-14 23:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-14 23:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-15 05:18:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-15 07:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-15 08:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-15 13:19:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-15 19:10:00+00:00,ROBBERY,ROBBERY,38128
2022-01-15 20:55:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-15 22:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-01-15 22:25:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-15 23:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-16 00:34:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-16 02:15:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-16 09:00:00+00:00,ALL OTHER OFFENSES,ALL OTHER OFFENSES,38128
2022-01-16 10:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-16 13:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-16 14:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-16 14:50:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-16 17:15:00+00:00,ROBBERY,ROBBERY,38128
2022-01-16 17:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-16 18:45:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-16 21:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-17 02:50:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-17 10:50:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-17 11:27:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-01-17 12:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-17 17:30:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-18 00:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-18 02:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-18 06:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-18 08:00:00+00:00,COUNTERFEITING/FORGERY,COUNTERFEITING/FORGERY,38128
2022-01-18 08:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-18 08:55:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-18 13:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-18 14:45:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-18 18:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-01-18 18:10:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-18 18:30:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-19 01:30:00+00:00,ROBBERY,ROBBERY,38128
2022-01-19 08:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-19 08:15:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-19 08:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-19 10:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-19 10:50:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-19 12:30:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-01-19 12:30:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-19 14:50:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-19 22:20:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-19 22:45:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-20 04:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-20 06:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-20 08:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-20 11:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-20 11:33:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38128
2022-01-20 12:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-20 12:10:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-20 12:20:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-20 12:46:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-20 14:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-20 15:15:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-20 16:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-20 18:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-20 18:14:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-20 19:25:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-20 21:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-21 04:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-21 04:25:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-21 08:00:00+00:00,IMPERSONATION,FRAUD,38128
2022-01-21 08:00:00+00:00,IMPERSONATION,FRAUD,38128
2022-01-21 08:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-21 09:10:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-21 14:00:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2022-01-21 15:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-21 15:59:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38128
2022-01-21 22:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-21 22:32:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-21 23:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-22 04:46:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-22 07:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-22 09:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-22 12:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-22 12:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-22 13:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-22 15:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-22 16:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-22 18:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-22 18:07:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38128
2022-01-22 18:13:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-22 18:45:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-22 19:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-23 12:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-23 12:15:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-01-23 13:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-23 14:10:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38128
2022-01-23 15:13:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-23 17:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-23 19:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-23 21:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-24 00:44:00+00:00,EMBEZZLEMENT,EMBEZZLEMENT,38128
2022-01-24 04:10:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-24 04:11:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-24 07:20:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-24 08:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-24 13:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-24 16:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-24 18:00:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-01-24 18:22:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-24 22:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-01-25 00:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-25 00:01:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-25 04:23:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-25 05:00:00+00:00,ROBBERY,ROBBERY,38128
2022-01-25 07:35:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-25 10:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-25 10:45:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-25 12:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-25 12:10:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-25 12:38:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-25 15:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-25 17:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-25 17:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-25 19:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-25 20:48:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-25 21:10:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-25 21:32:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-25 23:10:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-26 05:09:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-26 07:55:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-26 08:00:00+00:00,IMPERSONATION,FRAUD,38128
2022-01-26 10:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-26 11:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-26 12:50:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38128
2022-01-26 14:20:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-26 16:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-26 18:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-26 19:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-26 20:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-26 22:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-27 00:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-27 08:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-27 08:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-27 08:10:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-27 10:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-01-27 12:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-27 13:27:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-27 13:30:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-27 14:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-27 15:15:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-27 16:33:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38128
2022-01-27 18:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-27 18:29:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-27 20:40:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-27 21:08:00+00:00,DRUNKENNESS,DRUNKENNESS,38128
2022-01-27 22:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-27 23:10:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-28 05:40:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-28 08:20:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-28 09:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-28 12:00:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-01-28 14:15:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-28 16:30:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-28 19:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-01-28 19:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-28 19:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-28 21:45:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-28 22:40:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-29 00:50:00+00:00,ROBBERY,ROBBERY,38128
2022-01-29 14:45:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-29 15:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-29 16:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-01-29 19:55:00+00:00,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE,38128
2022-01-29 23:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-29 23:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-30 00:45:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-30 03:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-30 03:50:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-30 09:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-30 09:30:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-30 12:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-30 12:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-30 15:31:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-30 16:10:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-30 19:28:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-01-30 22:40:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-30 23:07:00+00:00,PORNOGRAPHY/OBSCN MAT,PORNOGRAPHY/OBSCN MAT,38128
2022-01-31 00:50:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-31 00:56:00+00:00,ROBBERY,ROBBERY,38128
2022-01-31 01:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-31 02:56:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-31 04:30:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-01-31 06:30:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-31 06:40:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-31 06:57:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-31 09:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-31 09:50:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-01-31 14:00:00+00:00,COUNTERFEITING/FORGERY,COUNTERFEITING/FORGERY,38128
2022-01-31 14:02:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-01-31 16:20:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38128
2022-01-31 18:03:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-31 18:20:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-01-31 18:36:00+00:00,INTIMIDATION,ASSAULT,38128
2022-01-31 18:50:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-01-31 21:36:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-01-31 23:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-02-01 00:35:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-02-01 04:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-02-01 05:45:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-02-01 08:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-02-01 10:45:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-02-01 12:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-02-01 15:55:00+00:00,INTIMIDATION,ASSAULT,38128
2022-02-01 16:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-02-01 16:07:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-02-01 18:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-02-01 20:22:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-02-01 21:40:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-02-01 21:45:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-02-02 00:30:00+00:00,INTIMIDATION,ASSAULT,38128
2022-02-02 06:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-02-02 07:00:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38128
2022-02-02 10:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-02-02 11:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-02-02 12:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
