Offense Date,UCR Description,UCR Category,Zip Code
2021-04-17 21:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-04-17 22:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-17 22:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-17 23:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-04-18 03:30:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-04-18 05:20:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-18 10:50:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-18 15:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-04-18 15:15:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-04-18 17:47:00+00:00,ALL OTHER OFFENSES,ALL OTHER OFFENSES,38128
2021-04-18 18:30:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38128
2021-04-18 19:45:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-18 22:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-19 00:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-19 01:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-04-19 05:35:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-19 12:00:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-19 15:11:00+00:00,FALSE PRETENSES/SWIN/CONF,FRAUD,38128
2021-04-19 15:55:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38128
2021-04-19 16:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-04-19 18:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-04-19 19:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-19 19:10:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-20 00:02:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-20 01:38:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-20 07:27:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-20 10:29:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-04-20 12:20:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-04-20 14:05:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38128
2021-04-20 16:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-20 16:20:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-04-20 16:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-20 18:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-04-20 18:25:00+00:00,TRESPASS OF REAL PROPERTY,TRESPASS OF REAL PROPERTY,38128
2021-04-20 19:30:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-20 20:10:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-20 21:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-20 21:44:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38128
2021-04-20 22:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-04-20 22:50:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-04-21 01:10:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38128
2021-04-21 04:30:00+00:00,ROBBERY,ROBBERY,38128
2021-04-21 07:00:00+00:00,EMBEZZLEMENT,EMBEZZLEMENT,38128
2021-04-21 09:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-04-21 09:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-04-21 10:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-21 11:00:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-21 12:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-21 13:27:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-04-21 14:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2021-04-21 17:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-04-21 19:01:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-04-21 19:36:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-21 21:00:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-04-22 07:45:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-04-22 09:25:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-22 09:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-22 11:00:00+00:00,ANIMAL CRUELTY,ANIMAL CRUELTY,38128
2021-04-22 12:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-22 13:01:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-04-22 13:27:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-04-22 14:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-04-22 14:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-22 15:45:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-22 17:27:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-22 19:17:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-22 20:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2021-04-22 20:10:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-04-23 00:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-23 06:30:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-04-23 08:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-23 12:00:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38128
2021-04-23 17:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-04-23 17:38:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-23 19:15:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-04-23 21:41:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-04-23 22:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-04-23 23:03:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-23 23:15:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-24 03:29:00+00:00,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE,38128
2021-04-24 06:45:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-24 09:00:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-04-24 09:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-24 12:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-04-24 14:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-04-24 14:20:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-24 14:30:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38128
2021-04-24 15:07:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-04-24 16:40:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-04-24 16:51:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-24 22:00:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-24 23:15:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-25 00:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-25 02:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-25 02:15:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-25 03:39:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-04-25 07:15:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-25 08:20:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-25 10:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-25 11:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-04-25 12:50:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-04-25 14:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2021-04-25 15:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-04-25 15:02:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-25 16:29:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2021-04-25 16:45:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-04-25 19:20:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-25 20:51:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-26 07:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-04-26 08:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-26 09:00:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-26 11:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-26 12:20:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-26 12:25:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-04-26 14:28:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-04-26 16:20:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-04-26 16:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-26 17:34:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-04-26 18:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-04-26 20:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-26 20:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-04-26 21:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-26 22:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-27 00:05:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-27 01:40:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-27 01:45:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-27 08:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-27 10:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-04-27 11:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-27 13:01:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-27 16:00:00+00:00,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE,38128
2021-04-27 17:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-04-27 17:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-27 19:00:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-27 20:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-27 23:45:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-28 00:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2021-04-28 07:10:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-28 07:15:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-28 10:55:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-28 13:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-28 14:19:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-04-28 14:29:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-29 03:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-29 07:00:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-29 09:30:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2021-04-29 12:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-29 14:35:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-29 15:50:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-29 16:55:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-29 17:40:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-29 18:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-29 18:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-29 19:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-04-29 20:00:00+00:00,EMBEZZLEMENT,EMBEZZLEMENT,38128
2021-04-29 21:10:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-04-29 22:49:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-29 23:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-04-30 07:30:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-04-30 12:50:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-30 13:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-04-30 14:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-30 16:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2021-04-30 16:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-04-30 16:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-04-30 18:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-04-30 18:00:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2021-04-30 18:10:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-30 18:14:00+00:00,INTIMIDATION,ASSAULT,38128
2021-04-30 19:52:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38128
2021-04-30 21:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-04-30 22:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-01 00:20:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-05-01 08:00:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38128
2021-05-01 10:11:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-05-01 15:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-05-01 15:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-05-01 15:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-05-01 16:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-01 18:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-05-01 19:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-05-01 19:53:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-05-01 20:00:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38128
2021-05-01 21:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-01 23:30:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-05-01 23:35:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-02 00:20:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38128
2021-05-02 01:17:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-05-02 01:23:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-02 01:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-05-02 01:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-05-02 05:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-02 09:15:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-02 12:50:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-02 13:15:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-02 13:45:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-05-02 14:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-05-02 15:00:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-02 16:30:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-02 18:20:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-02 18:55:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-02 19:30:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-05-02 22:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-05-03 03:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-03 05:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-03 08:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-03 08:00:00+00:00,FALSE PRETENSES/SWIN/CONF,FRAUD,38128
2021-05-03 10:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-03 11:30:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-03 11:40:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-03 13:15:00+00:00,ROBBERY,ROBBERY,38128
2021-05-03 13:20:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-03 14:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-05-03 15:03:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-05-03 16:50:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-05-03 17:03:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-03 17:29:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-05-03 17:30:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-03 18:30:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-03 18:37:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-03 18:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-03 19:24:00+00:00,PORNOGRAPHY/OBSCN MAT,PORNOGRAPHY/OBSCN MAT,38128
2021-05-04 02:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-04 03:22:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-05-04 03:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-05-04 08:00:00+00:00,FALSE PRETENSES/SWIN/CONF,FRAUD,38128
2021-05-04 11:15:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-04 12:16:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-04 15:50:00+00:00,DRUNKENNESS,DRUNKENNESS,38128
2021-05-04 16:50:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-04 17:37:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-04 17:43:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-04 17:54:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-04 18:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2021-05-04 21:30:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-04 21:32:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-04 22:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-05 00:10:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-05 05:40:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-05-05 08:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-05 11:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-05 11:00:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-05 11:20:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-05-05 11:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-05-05 12:07:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-05-05 12:10:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-05-05 13:45:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-05-05 14:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-05 15:08:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-05 16:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-05 18:06:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-05 18:15:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-05 19:16:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-05 19:27:00+00:00,FALSE PRETENSES/SWIN/CONF,FRAUD,38128
2021-05-06 00:40:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-06 02:20:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-06 07:53:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-06 08:00:00+00:00,FALSE PRETENSES/SWIN/CONF,FRAUD,38128
2021-05-06 08:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-05-06 08:49:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-06 09:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-05-06 09:50:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-05-06 10:40:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-05-06 11:50:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-05-06 13:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-06 15:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-05-06 17:00:00+00:00,COUNTERFEITING/FORGERY,COUNTERFEITING/FORGERY,38128
2021-05-06 17:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-05-06 17:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-05-06 17:28:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-05-06 20:28:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2021-05-07 05:48:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38128
2021-05-07 07:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-07 08:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-07 10:30:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-07 12:00:00+00:00,INTIMIDATION,ASSAULT,38128
2021-05-07 12:15:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-05-07 16:55:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-07 18:30:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2021-05-07 20:15:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-07 21:15:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-07 23:40:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-07 23:49:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-08 00:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-05-08 00:10:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2021-05-08 02:50:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2021-05-08 04:35:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-08 06:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2021-05-08 08:45:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2021-05-08 11:45:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2021-05-08 12:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-08 13:05:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2021-05-08 14:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-08 15:10:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2021-05-08 15:15:00+00:00,EMBEZZLEMENT,EMBEZZLEMENT,38128
2021-05-08 19:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2021-05-08 19:35:00+00:00,ROBBERY,ROBBERY,38128
