Offense Date,UCR Description,UCR Category,Zip Code
2021-03-29 16:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-03-29 18:20:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-03-29 19:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-03-29 21:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-03-29 21:45:00+00:00,INTIMIDATION,ASSAULT,38114
2021-03-29 22:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-03-30 04:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-03-30 10:15:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-03-30 11:00:00+00:00,FALSE PRETENSES/SWIN/CONF,FRAUD,38114
2021-03-30 12:00:00+00:00,INTIMIDATION,ASSAULT,38114
2021-03-30 13:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-03-30 13:00:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-03-30 18:47:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-03-31 00:40:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-03-31 01:15:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-03-31 04:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-03-31 06:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-03-31 08:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-03-31 14:50:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-03-31 16:00:00+00:00,PROSTITUTION,PROSTITUTION,38114
2021-03-31 16:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-03-31 16:10:00+00:00,PROSTITUTION,PROSTITUTION,38114
2021-03-31 16:15:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-03-31 16:22:00+00:00,PROSTITUTION,PROSTITUTION,38114
2021-03-31 16:35:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-03-31 17:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-03-31 17:45:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-03-31 17:55:00+00:00,PROSTITUTION,PROSTITUTION,38114
2021-03-31 18:00:00+00:00,ROBBERY,ROBBERY,38114
2021-03-31 21:27:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-03-31 22:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-01 01:40:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-01 07:00:00+00:00,STALKING,ASSAULT,38114
2021-04-01 08:00:00+00:00,IMPERSONATION,FRAUD,38114
2021-04-01 11:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-01 11:13:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-01 12:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-04-01 16:30:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-01 19:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-01 23:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-01 23:30:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-04-02 09:07:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-02 09:30:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-02 10:46:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38114
2021-04-02 11:30:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-04-02 14:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-02 17:00:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38114
2021-04-02 17:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-02 19:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-02 19:00:00+00:00,ROBBERY,ROBBERY,38114
2021-04-02 19:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-02 20:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-03 11:00:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-03 12:10:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-03 13:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-03 14:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-03 14:37:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-04-03 15:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-03 15:47:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-03 15:56:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-03 19:15:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-03 20:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-04 01:49:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-04 13:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-04 13:51:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38114
2021-04-04 15:34:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-04 17:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-04 17:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-04-04 22:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-04 23:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-04-05 06:40:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-05 07:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-05 09:00:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38114
2021-04-05 09:10:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-05 09:30:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-05 10:15:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-05 12:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38114
2021-04-05 16:15:00+00:00,ALL OTHER OFFENSES,ALL OTHER OFFENSES,38114
2021-04-05 18:25:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-05 21:14:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-05 22:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-04-05 23:55:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-06 00:00:00+00:00,IMPERSONATION,FRAUD,38114
2021-04-06 01:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-06 02:16:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-06 10:40:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-06 10:50:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-06 11:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-06 13:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-06 13:39:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-06 14:09:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-06 17:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-06 17:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-06 17:31:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-04-06 19:20:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-06 20:35:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-04-07 00:43:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38114
2021-04-07 10:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-07 12:30:00+00:00,ROBBERY,ROBBERY,38114
2021-04-07 13:30:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-07 15:30:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-07 16:20:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-07 22:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-07 23:55:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-08 03:12:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-04-08 09:30:00+00:00,TRESPASS OF REAL PROPERTY,TRESPASS OF REAL PROPERTY,38114
2021-04-08 11:00:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38114
2021-04-08 12:55:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-08 15:10:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-08 16:20:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-08 17:20:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-08 17:45:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-08 19:20:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-04-08 21:00:00+00:00,ALL OTHER OFFENSES,ALL OTHER OFFENSES,38114
2021-04-09 10:34:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-09 13:30:00+00:00,ALL OTHER OFFENSES,ALL OTHER OFFENSES,38114
2021-04-09 14:20:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-09 16:50:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-09 17:00:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-09 18:00:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-09 18:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-09 21:40:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-04-09 22:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-10 00:31:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38114
2021-04-10 04:50:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-10 06:45:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-10 09:45:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-10 11:35:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-10 13:05:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-10 14:39:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-10 15:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-10 16:23:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38114
2021-04-11 00:15:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-11 04:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-11 07:47:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-11 08:08:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-04-11 09:54:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38114
2021-04-11 12:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-11 12:10:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-04-11 13:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-11 15:00:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-11 18:55:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-04-11 19:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-11 19:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-11 19:43:00+00:00,MURDER/NON-NEGL MSLTR,HOMICIDE,38114
2021-04-11 23:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-04-11 23:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-12 04:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-04-12 10:18:00+00:00,ROBBERY,ROBBERY,38114
2021-04-12 15:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-12 16:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-12 16:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-12 16:15:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-12 17:14:00+00:00,FALSE PRETENSES/SWIN/CONF,FRAUD,38114
2021-04-12 18:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-12 20:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-04-12 20:45:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-12 21:50:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-13 01:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-13 07:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-13 09:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-04-13 09:00:00+00:00,ROBBERY,ROBBERY,38114
2021-04-13 09:18:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-13 11:21:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-13 15:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-13 15:54:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-13 17:07:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-13 19:00:00+00:00,DRUNKENNESS,DRUNKENNESS,38114
2021-04-13 21:15:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-04-13 21:44:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-14 00:00:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-14 00:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-14 01:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-14 03:45:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-14 07:56:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-04-14 08:00:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-14 09:40:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-14 12:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-14 13:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-14 14:50:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-14 18:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-04-14 22:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-14 22:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-04-15 04:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-04-15 07:40:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-15 10:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-15 12:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-15 12:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-15 14:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-15 16:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-15 16:21:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-15 21:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-04-15 22:50:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-16 10:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-16 11:10:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-16 11:50:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-16 17:00:00+00:00,DRIVING UNDER THE INFLUENCE,DRIVING UNDER THE INFLUENCE,38114
2021-04-16 20:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-16 21:19:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-16 23:55:00+00:00,EMBEZZLEMENT,EMBEZZLEMENT,38114
2021-04-17 00:07:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-17 02:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38114
2021-04-17 03:05:00+00:00,PURSE-SNATCHING,LARCENY/THEFT,38114
2021-04-17 07:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-17 07:30:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38114
2021-04-17 10:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-17 11:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-17 18:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-17 20:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-17 20:04:00+00:00,DRUG/NARCOTIC EQUIQ VIOL,DRUG/NARCOTIC,38114
2021-04-17 21:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-17 23:40:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-18 00:55:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-18 01:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-18 04:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-18 04:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-18 05:48:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-18 06:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-18 11:50:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-04-18 13:40:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-18 14:45:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-18 16:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-18 17:20:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-18 18:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-18 19:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-19 06:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-19 08:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-19 10:00:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38114
2021-04-19 12:00:00+00:00,IMPERSONATION,FRAUD,38114
2021-04-19 16:23:00+00:00,COUNTERFEITING/FORGERY,COUNTERFEITING/FORGERY,38114
2021-04-19 16:40:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-04-20 08:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-20 09:20:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-20 14:33:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-21 11:05:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-21 11:25:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-21 15:26:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-21 15:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-21 18:32:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-21 21:10:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-21 22:36:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-21 23:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-21 23:40:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-22 00:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-22 06:45:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-22 09:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-22 11:15:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-22 12:00:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-22 14:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-22 14:50:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-22 16:55:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-22 17:35:00+00:00,IMPERSONATION,FRAUD,38114
2021-04-22 20:45:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-22 22:15:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-22 22:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-23 08:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-23 09:14:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-23 09:18:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-23 09:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-23 10:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-23 10:02:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-23 11:00:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-23 11:05:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-23 16:00:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38114
2021-04-23 16:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-23 18:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-23 19:56:00+00:00,DRUNKENNESS,DRUNKENNESS,38114
2021-04-24 00:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38114
2021-04-24 06:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-24 15:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-24 16:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-24 17:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-24 17:30:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38114
2021-04-24 22:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-25 00:19:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38114
2021-04-25 04:45:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-25 07:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-25 11:50:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38114
2021-04-25 13:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38114
2021-04-25 14:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38114
2021-04-25 17:47:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-25 18:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-25 18:40:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-25 18:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38114
2021-04-25 19:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-25 19:37:00+00:00,MURDER/NON-NEGL MSLTR,HOMICIDE,38114
2021-04-25 23:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38114
2021-04-26 01:30:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38114
2021-04-26 08:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-26 11:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
2021-04-26 11:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38114
2021-04-26 12:00:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-26 12:20:00+00:00,INTIMIDATION,ASSAULT,38114
2021-04-26 13:24:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38114
2021-04-26 13:42:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38114
